                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.5927,                 2.3308,                 1.3028,                0.01388,                0.69474,                 0.6102,                0.32907,                 1.3135,                  2.914,                 1.1449,                 0.0004,                 0.0004,                 0.0004
